time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2024-08-11T11:03:07.365Z,67.1538,-150.2261,9.1,1.5,ml,,,,1.33,ak,ak024aamy5yj,2024-08-11T11:05:26.653Z,"11 km S of Coldfoot, Alaska",earthquake,,0.2,,,automatic,ak,ak
2024-08-11T10:57:46.200Z,35.0831667,-119.0906667,1.34,1.32,ml,35.0,75.0,0.02515,0.23,ci,ci40697279,2024-08-11T11:04:06.126Z,"21 km NW of Grapevine, CA",earthquake,0.27,1.4,0.239,28.0,automatic,ci,ci
2024-08-11T10:54:38.920Z,35.9426667,-117.6821667,4.85,0.77,ml,17.0,66.0,0.02632,0.12,ci,ci40697263,2024-08-11T11:00:30.295Z,"20 km E of Little Lake, CA",earthquake,0.22,0.31,0.158,5.0,automatic,ci,ci
2024-08-11T11:21:11.350Z,33.3950005,-116.6033325,13.58,0.97,ml,47.0,37.0,0.09944,0.15,ci,ci40697343,2024-08-11T11:23:30.470Z,"13 km NNE of Warner Springs, CA",earthquake,0.25,0.65,0.191,14.0,automatic,ci,ci
2024-08-11T11:18:46.160Z,35.1051667,-119.0865,5.55,1.12,ml,26.0,84.0,0.04651,0.2,ci,ci40697335,2024-08-11T11:24:58.115Z,"23 km NW of Grapevine, CA",earthquake,0.31,1.44,0.113,19.0,automatic,ci,ci
2024-08-11T11:15:32.010Z,35.8743333,-117.6416667,7.54,0.75,ml,17.0,129.0,0.07375,0.13,ci,ci40697327,2024-08-11T11:21:25.925Z,"24 km WNW of Searles Valley, CA",earthquake,0.24,0.62,0.102,4.0,automatic,ci,ci
2024-08-11T11:11:13.710Z,35.872,-117.6405,6.87,0.71,ml,11.0,140.0,0.07616,0.1,ci,ci40697303,2024-08-11T11:17:04.406Z,"24 km WNW of Searles Valley, CA",earthquake,0.25,0.47,0.246,2.0,automatic,ci,ci
2024-08-11T11:32:40.820Z,38.78,-122.73,0.15,0.23,md,6.0,155.0,0.01049,0.06,nc,nc75047157,2024-08-11T11:34:44.607Z,"3 km ESE of The Geysers, CA",earthquake,0.51,1.80999994,0.08,5.0,automatic,nc,nc
2024-08-11T11:40:18.380Z,38.8,-122.75,4.02,0.97,md,6.0,92.0,0.01999,0.01,nc,nc75047162,2024-08-11T11:42:23.595Z,"2 km NNE of The Geysers, CA",earthquake,1.86,7.34000015,0.01,3.0,automatic,nc,nc
2024-08-11T11:45:59.080Z,38.77,-122.73,1.21,0.84,md,7.0,67.0,0.01072,0.01,nc,nc75047167,2024-08-11T11:48:03.549Z,"2 km ESE of The Geysers, CA",earthquake,0.83,1.58000004,0.21,7.0,automatic,nc,nc
2024-08-11T11:40:29.360Z,33.9643333,-116.9615,8.91,0.65,ml,43.0,52.0,0.1306,0.14,ci,ci40697351,2024-08-11T11:46:26.575Z,"4 km NNE of Beaumont, CA",earthquake,0.14,0.6,0.14,16.0,automatic,ci,ci
2024-08-11T12:08:29.290Z,35.1445,-119.0688333,1.38,1.61,ml,43.0,59.0,0.08658,0.24,ci,ci40697367,2024-08-11T12:15:09.136Z,"19 km SW of Lamont, CA",earthquake,0.25,0.9,0.111,25.0,automatic,ci,ci
2024-08-11T12:43:37.305Z,37.3885,-114.7332,13.3,0.9,ml,9.0,332.03000000000003,1.036,0.3413,nn,nn00882208,2024-08-11T12:45:56.708Z,"31 km SW of Caliente, Nevada",earthquake,,3.4,0.45,4.0,automatic,nn,nn
2024-08-11T12:30:06.560Z,38.82,-122.82,2.85,1.07,md,25.0,49.0,0.009432,0.02,nc,nc75047182,2024-08-11T12:32:14.407Z,"7 km NW of The Geysers, CA",earthquake,0.22,0.439999998,0.21,25.0,automatic,nc,nc
2024-08-11T12:17:06.980Z,35.9446667,-117.68,5.05,0.72,ml,18.0,70.0,0.02425,0.13,ci,ci40697391,2024-08-11T12:22:48.353Z,"20 km E of Little Lake, CA",earthquake,0.2,0.48,0.033,7.0,automatic,ci,ci
2024-08-11T12:15:36.420Z,34.3995,-118.3866667,8.8,1.24,ml,52.0,36.0,0.06047,0.19,ci,ci40697383,2024-08-11T12:26:25.550Z,"11 km E of Santa Clarita, CA",earthquake,0.16,0.45,0.186,29.0,automatic,ci,ci
2024-08-11T12:14:54.130Z,35.1003333,-119.1305,2.37,1.41,ml,34.0,79.0,0.05657,0.27,ci,ci40697375,2024-08-11T12:21:18.758Z,"25 km E of Maricopa, CA",earthquake,0.3,1.64,0.205,28.0,automatic,ci,ci
2024-08-11T12:45:36.540Z,38.82,-122.82,2.74,0.54,md,12.0,74.0,0.008296,0.01,nc,nc75047187,2024-08-11T12:47:44.099Z,"7 km NW of The Geysers, CA",earthquake,0.38,0.839999974,0.24,13.0,automatic,nc,nc
2024-08-11T13:11:55.653Z,38.9089,-119.6017,1.3,1.4,ml,13.0,124.62000000000003,0.118,0.262,nn,nn00882211,2024-08-11T13:14:17.622Z,"6 km NNE of Carter Springs, Nevada",earthquake,,3.6,0.32,8.0,automatic,nn,nn
2024-08-11T12:43:23.740Z,18.6705,145.8294,130.686,5.2,mb,102.0,53.0,3.411,1.07,us,us6000njha,2024-08-11T13:03:31.799Z,"Pagan region, Northern Mariana Islands",earthquake,6.18,6.958,0.026,470.0,reviewed,us,us
2024-08-11T03:10:39.020Z,38.0865,-88.3831666666667,10.25,2.42,md,21.0,63.0,0.5815,0.44,nm,nm60588876,2024-08-11T13:14:56.550Z,"4 km WSW of Enfield, Illinois",earthquake,1.44,2.42,0.0669211231711397,15.0,reviewed,nm,nm
2024-08-11T13:23:39.370Z,35.9491653,-117.6806641,4.81,1.67,ml,23.0,81.0,0.02461,0.14,ci,ci40697415,2024-08-11T13:25:44.153Z,"20 km E of Little Lake, CA",earthquake,0.32,0.57,0.128,12.0,automatic,ci,ci
2024-08-11T13:23:18.620Z,66.0418,-149.2894,2.0,2.4,ml,,,,0.42,ak,ak024aao9cdy,2024-08-11T13:25:33.840Z,"9 km WNW of Stevens Village, Alaska",earthquake,,0.3,,,automatic,ak,ak
2024-08-11T13:39:16.200Z,19.2553329467773,-155.369659423828,30.3099994659424,2.1099999,md,51.0,140.0,0.03172,0.129999995,hv,hv74395081,2024-08-11T13:41:02.450Z,"12 km ENE of Pāhala, Hawaii",earthquake,0.46,0.629999995,0.140000001,13.0,automatic,hv,hv
2024-08-11T13:44:43.190Z,35.0820007,-119.0928345,12.2,2.4,ml,72.0,25.0,0.02449,0.28,ci,ci40697439,2024-08-11T13:47:17.273Z,"21 km NW of Grapevine, CA",earthquake,0.25,0.75,0.327,25.0,automatic,ci,ci
2024-08-11T13:42:08.510Z,35.1151667,-119.0975,2.5,1.99,ml,51.0,24.0,0.05754,0.22,ci,ci40697431,2024-08-11T13:49:04.284Z,"23 km SW of Lamont, CA",earthquake,0.18,0.93,0.186,26.0,automatic,ci,ci
2024-08-11T13:28:48.400Z,35.1315,-119.0936667,9.86,1.6,ml,33.0,61.0,0.07318,0.24,ci,ci40697423,2024-08-11T13:45:30.265Z,"22 km SW of Lamont, CA",earthquake,0.28,0.71,0.194,26.0,automatic,ci,ci
2024-08-11T13:55:56.740Z,38.83,-122.81,1.74,1.34,md,26.0,44.0,0.0104,0.02,nc,nc75047227,2024-08-11T13:58:04.002Z,"8 km NNW of The Geysers, CA",earthquake,0.19,0.330000013,0.16,29.0,automatic,nc,nc
2024-08-11T13:44:47.780Z,33.4953333,-116.4995,13.74,0.37,ml,26.0,59.0,0.06736,0.14,ci,ci40697447,2024-08-11T13:52:02.038Z,"17 km ESE of Anza, CA",earthquake,0.21,0.45,0.074,9.0,automatic,ci,ci
2024-08-11T14:06:30.560Z,35.3855,-117.7525,6.99,0.87,ml,17.0,102.0,0.11,0.13,ci,ci40697455,2024-08-11T14:16:18.643Z,"11 km W of Johannesburg, CA",earthquake,0.27,0.58,0.246,6.0,reviewed,ci,ci
2024-08-11T14:05:43.310Z,38.81,-122.81,3.12,0.87,md,7.0,90.0,0.01268,0.02,nc,nc75047237,2024-08-11T14:07:48.723Z,"6 km NW of The Geysers, CA",earthquake,0.5,1.04999995,0.11,7.0,automatic,nc,nc
2024-08-11T08:44:40.880Z,37.3455,-80.6436666666667,6.19,2.22,md,10.0,81.0,0.2228,0.18,se,se60502288,2024-08-11T14:15:29.640Z,"2 km N of Pembroke, Virginia",earthquake,0.69,2.11,0.0505480533811618,8.0,reviewed,se,se
2024-08-11T03:38:49.150Z,48.1441666666667,-114.1,8.61,1.28,ml,19.0,98.0,0.2167,0.1,mb,mb90059158,2024-08-11T14:02:21.000Z,"9 km NNW of Bigfork, Montana",earthquake,0.27,1.04,0.279049543980975,6.0,reviewed,mb,mb
2024-08-10T22:55:32.920Z,46.9286666666667,-112.424,8.51,1.03,ml,8.0,131.0,0.07309,0.11,mb,mb90059138,2024-08-11T14:10:53.090Z,"19 km E of Lincoln, Montana",earthquake,0.5,0.8,0.196710202193621,4.0,reviewed,mb,mb
2024-08-10T14:33:09.360Z,35.7858333333333,-83.9838333333333,13.72,2.03,md,13.0,114.0,0.1475,0.13,se,se60588866,2024-08-11T14:02:59.450Z,"0 km WSW of Alcoa, Tennessee",earthquake,0.36,0.69,0.115652732142341,10.0,reviewed,se,se
2024-08-10T16:48:18.500Z,43.2645,-110.878666666667,10.11,1.34,ml,11.0,115.0,0.2154,0.09,mb,mb90059088,2024-08-11T14:24:41.390Z,"7 km WSW of Hoback, Wyoming",earthquake,0.86,1.95,0.293201947945488,11.0,reviewed,mb,mb
2024-08-11T14:41:10.214Z,36.8178,-115.8949,5.6,1.9,ml,28.0,212.35,0.043,0.3097,nn,nn00882213,2024-08-11T14:42:51.102Z,"34 km NW of Indian Springs, Nevada",earthquake,,0.4,0.3,16.0,automatic,nn,nn
2024-08-11T14:38:11.438Z,65.1425,-151.5246,2.2,1.1,ml,,,,0.72,ak,ak024aaoxz6f,2024-08-11T14:39:58.690Z,"26 km E of Tanana, Alaska",earthquake,,0.3,,,automatic,ak,ak
2024-08-11T14:48:39.880Z,38.82,-122.81,2.25,1.08,md,19.0,48.0,0.0002004,0.02,nc,nc75047242,2024-08-11T14:50:44.304Z,"7 km NNW of The Geysers, CA",earthquake,0.21,0.419999987,0.2,21.0,automatic,nc,nc
2024-08-11T15:04:21.980Z,35.8723335,-117.7190018,9.73,0.96,ml,16.0,92.0,0.07375,0.15,ci,ci40697511,2024-08-11T15:06:32.604Z,"18 km ESE of Little Lake, CA",earthquake,0.36,0.83,0.066,3.0,automatic,ci,ci
2024-08-11T15:03:42.380Z,19.1671657562256,-155.395492553711,31.4699993133545,2.06,ml,59.0,171.0,0.06405,0.129999995,hv,hv74395121,2024-08-11T15:06:22.010Z,"9 km ESE of Pāhala, Hawaii",earthquake,0.52,0.560000002,0.46,11.0,automatic,hv,hv
2024-08-11T14:58:42.602Z,61.8128,-148.5457,13.5,1.6,ml,,,,0.16,ak,ak024aap2bwk,2024-08-11T14:59:45.261Z,"4 km WNW of Chickaloon, Alaska",earthquake,,0.7,,,automatic,ak,ak
2024-08-11T14:52:33.240Z,33.2736667,-116.4325,4.4,0.89,ml,49.0,55.0,0.01396,0.2,ci,ci40697487,2024-08-11T14:58:32.162Z,"6 km WNW of Borrego Springs, CA",earthquake,0.17,0.36,0.137,23.0,automatic,ci,ci
2024-08-11T14:49:45.150Z,33.9238319,-118.4526672,12.99,1.6,ml,8.0,225.0,0.1717,0.16,ci,ci40697479,2024-08-11T14:56:16.699Z,"3 km W of El Segundo, CA",earthquake,2.41,3.05,0.394,24.0,automatic,ci,ci
2024-08-11T15:16:48.498Z,64.9665,-147.4828,0.0,1.3,ml,,,,0.83,ak,ak024aapervu,2024-08-11T15:19:46.845Z,"6 km E of Fox, Alaska",earthquake,,1.0,,,automatic,ak,ak
2024-08-11T15:11:41.300Z,33.703,-116.7573333,14.34,0.94,ml,20.0,173.0,0.05567,0.11,ci,ci40697535,2024-08-11T15:18:16.776Z,"5 km SW of Idyllwild, CA",earthquake,0.68,0.57,0.188,30.0,automatic,ci,ci
2024-08-11T15:32:17.864Z,64.6274,-146.9033,12.4,2.0,ml,,,,0.43,ak,ak024aapi4ze,2024-08-11T15:34:04.478Z,"8 km ESE of Eielson Air Force Base, Alaska",earthquake,,0.2,,,automatic,ak,ak
2024-08-11T15:30:56.503Z,63.0951,-151.3479,0.0,1.4,ml,,,,0.51,ak,ak024aaphsj6,2024-08-11T15:32:34.225Z,"53 km SSE of Denali National Park, Alaska",earthquake,,0.5,,,automatic,ak,ak
2024-08-11T15:28:30.860Z,38.79,-122.78,1.6,0.69,md,8.0,101.0,0.007753,0.02,nc,nc75047257,2024-08-11T15:30:35.299Z,"3 km NW of The Geysers, CA",earthquake,0.39,1.03999996,0.11,9.0,automatic,nc,nc
2024-08-11T14:40:43.404Z,64.4123,-149.496,1.0,0.7,ml,,,,0.41,ak,ak024aaoyfdg,2024-08-11T15:31:08.358Z,"16 km WNW of Anderson, Alaska",earthquake,,0.0,,,reviewed,ak,ak
2024-08-11T15:36:23.510Z,34.0,-117.067,14.15,0.89,ml,42.0,38.0,0.05171,0.16,ci,ci40697559,2024-08-11T15:42:41.980Z,"2 km NW of Calimesa, CA",earthquake,0.18,0.47,0.151,31.0,automatic,ci,ci
2024-08-11T15:51:00.670Z,35.1171684,-119.1305008,12.68,1.44,ml,14.0,109.0,0.06987,0.13,ci,ci40697567,2024-08-11T15:53:09.036Z,"25 km SW of Lamont, CA",earthquake,0.6,0.95,0.171,6.0,automatic,ci,ci
2024-08-11T15:46:33.790Z,64.9823,-148.8142,7.7,1.1,ml,,,,0.52,ak,ak024aapl68j,2024-08-11T15:48:19.984Z,"31 km SE of Minto, Alaska",earthquake,,0.3,,,automatic,ak,ak
2024-08-11T16:10:17.230Z,38.83,-122.82,1.38,0.36,md,8.0,105.0,0.01331,0.01,nc,nc75047277,2024-08-11T16:12:24.650Z,"8 km NNW of The Geysers, CA",earthquake,0.33,0.910000026,0.22,9.0,automatic,nc,nc
2024-08-11T16:07:48.969Z,64.9544,-147.6911,15.7,1.0,ml,,,,0.33,ak,ak024aapya34,2024-08-11T16:09:25.548Z,"3 km W of Fox, Alaska",earthquake,,0.3,,,automatic,ak,ak
2024-08-11T16:05:35.020Z,35.9468346,-117.6816635,5.32,1.08,ml,15.0,75.0,0.02541,0.1,ci,ci40697575,2024-08-11T16:09:00.130Z,"20 km E of Little Lake, CA",earthquake,0.4,0.97,0.135,14.0,automatic,ci,ci
2024-08-11T15:56:34.060Z,38.84,-122.81,1.9,1.02,md,17.0,54.0,0.01511,0.02,nc,nc75047272,2024-08-11T15:58:39.727Z,"8 km WNW of Cobb, CA",earthquake,0.26,0.469999999,0.21,17.0,automatic,nc,nc
2024-08-11T16:27:52.500Z,38.84,-122.8,2.14,0.27,md,12.0,65.0,0.01081,0.01,nc,nc75047287,2024-08-11T16:30:37.630Z,"7 km WNW of Cobb, CA",earthquake,0.32,1.03999996,0.17,13.0,automatic,nc,nc
2024-08-11T16:27:42.190Z,38.8,-122.76,3.99,0.39,md,8.0,72.0,0.004313,0.01,nc,nc75047282,2024-08-11T16:29:49.745Z,"2 km N of The Geysers, CA",earthquake,0.48,1.67999995,0.17,9.0,automatic,nc,nc
2024-08-11T16:15:41.470Z,35.9546667,-117.6653333,3.23,0.86,ml,20.0,91.0,0.01389,0.13,ci,ci40697583,2024-08-11T16:21:35.076Z,"22 km E of Little Lake, CA",earthquake,0.18,0.3,0.094,9.0,automatic,ci,ci
2024-08-11T16:39:55.920Z,37.79,-119.0,1.42,2.18,md,18.0,199.0,0.07564,0.06,nc,nc75047292,2024-08-11T16:41:32.600Z,"17 km N of Mammoth Lakes, CA",earthquake,0.54,1.23000002,0.12,20.0,automatic,nc,nc
2024-08-11T16:35:27.110Z,19.361499786377,-155.434829711914,6.96000003814697,1.8,ml,46.0,43.0,0.02362,0.219999999,hv,hv74395166,2024-08-11T16:38:05.190Z,"18 km NNE of Pāhala, Hawaii",earthquake,0.31,0.680000007,0.14,8.0,automatic,hv,hv
2024-08-11T16:21:17.397Z,-30.7431,-71.5266,67.008,5.0,mb,63.0,63.0,0.116,0.77,us,us6000njhw,2024-08-11T16:38:55.380Z,"35 km WSW of Ovalle, Chile",earthquake,4.31,4.304,0.028,407.0,reviewed,us,us
2024-08-11T17:22:48.778Z,37.2834,-115.0578,16.0,2.1,ml,20.0,129.48,0.759,0.3962,nn,nn00882217,2024-08-11T17:25:31.096Z,"13 km SE of Alamo, Nevada",earthquake,,1.0,0.41,12.0,automatic,nn,nn
2024-08-11T17:33:54.330Z,35.0876656,-119.0868301,10.52,3.03,ml,85.0,19.0,0.02911,0.33,ci,ci40697623,2024-08-11T17:36:13.624Z,"22 km NW of Grapevine, CA",earthquake,0.27,0.65,0.379,24.0,automatic,ci,ci
2024-08-11T17:33:38.460Z,37.38,-118.4,4.05,2.22,md,24.0,228.0,0.05026,0.06,nc,nc75047307,2024-08-11T17:36:41.523Z,"1 km ESE of Dixon Lane-Meadow Creek, CA",earthquake,1.62,0.720000029,0.2,24.0,automatic,nc,nc
2024-08-11T17:30:22.560Z,35.9413333,-117.6878333,4.34,0.69,ml,17.0,64.0,0.03109,0.11,ci,ci40697615,2024-08-11T17:39:45.639Z,"20 km E of Little Lake, CA",earthquake,0.17,0.3,0.087,7.0,automatic,ci,ci
2024-08-11T16:55:08.170Z,-20.7057,-178.4904,556.247,4.3,mb,21.0,80.0,3.107,0.75,us,us6000nji3,2024-08-11T17:42:47.040Z,Fiji region,earthquake,11.93,9.192,0.137,15.0,reviewed,us,us
2024-08-11T18:21:46.643Z,56.4659,-156.5502,71.3,3.5,ml,,,,0.38,ak,ak024aar8573,2024-08-11T18:23:57.430Z,"116 km E of Chignik, Alaska",earthquake,,1.1,,,automatic,ak,ak
2024-08-11T18:08:25.209Z,65.4429,-148.1898,8.9,0.8,ml,,,,0.29,ak,ak024aar5b6g,2024-08-11T18:09:55.425Z,"18 km ESE of Livengood, Alaska",earthquake,,1.0,,,automatic,ak,ak
2024-08-11T18:02:05.920Z,35.0978333,-119.1275,2.86,1.51,ml,39.0,79.0,0.05307,0.27,ci,ci40697671,2024-08-11T18:09:25.937Z,"25 km NW of Grapevine, CA",earthquake,0.29,1.17,0.178,27.0,automatic,ci,ci
2024-08-11T18:01:20.760Z,35.947,-117.6835,4.68,1.61,ml,28.0,76.0,0.02689,0.15,ci,ci40697655,2024-08-11T18:08:22.912Z,"20 km E of Little Lake, CA",earthquake,0.16,0.31,0.148,17.0,automatic,ci,ci
2024-08-11T18:00:39.120Z,35.0978333,-119.1268333,1.96,2.01,ml,54.0,24.0,0.05271,0.29,ci,ci40697647,2024-08-11T18:21:20.092Z,"25 km NW of Grapevine, CA",earthquake,0.23,1.21,0.146,26.0,automatic,ci,ci
2024-08-11T18:36:16.330Z,35.72,-120.31,1.58,1.48,md,9.0,153.0,0.05425,0.04,nc,nc75047332,2024-08-11T18:38:20.536Z,"2 km W of Cholame, CA",earthquake,0.77,6.34000015,0.13,3.0,automatic,nc,nc
2024-08-11T18:29:48.940Z,19.2561664581299,-155.382171630859,31.5300006866455,1.79999995,md,31.0,176.0,0.07689,0.119999997,hv,hv74395221,2024-08-11T18:31:26.030Z,"11 km ENE of Pāhala, Hawaii",earthquake,0.81,0.670000017,0.109999999,4.0,automatic,hv,hv
2024-08-11T18:46:05.298Z,63.3138,-151.4983,0.0,2.6,ml,,,,0.86,ak,ak024aardevj,2024-08-11T18:47:58.526Z,"27 km SSE of Denali National Park, Alaska",earthquake,,0.4,,,automatic,ak,ak
2024-08-11T18:55:55.030Z,38.83,-122.81,2.31,0.76,md,13.0,73.0,0.005234,0.01,nc,nc75047337,2024-08-11T18:58:00.734Z,"8 km NNW of The Geysers, CA",earthquake,0.29,0.810000002,0.29,14.0,automatic,nc,nc
2024-08-11T18:55:15.260Z,35.9453316,-117.6748352,4.98,1.33,ml,17.0,72.0,0.02001,0.12,ci,ci40697735,2024-08-11T18:57:24.810Z,"21 km E of Little Lake, CA",earthquake,0.33,0.57,0.128,4.0,automatic,ci,ci
2024-08-11T18:47:45.391Z,63.178,-149.4537,10.7,2.5,ml,,,,0.59,ak,ak024aardpnv,2024-08-11T18:58:07.040Z,"34 km SW of Cantwell, Alaska",earthquake,,0.2,,,automatic,ak,ak
2024-08-11T19:07:15.230Z,35.098,-119.1241667,2.99,1.76,ml,45.0,24.0,0.05139,0.3,ci,ci40697743,2024-08-11T19:14:10.191Z,"25 km NW of Grapevine, CA",earthquake,0.27,1.33,0.147,26.0,automatic,ci,ci
2024-08-11T19:22:29.640Z,35.9543343,-117.6585007,3.01,1.66,ml,21.0,92.0,0.0092,0.15,ci,ci40697767,2024-08-11T19:24:33.245Z,"22 km E of Little Lake, CA",earthquake,0.38,0.62,0.177,12.0,automatic,ci,ci
2024-08-11T19:21:39.860Z,35.0950012,-119.1181641,12.15,1.85,ml,36.0,64.0,0.04597,0.24,ci,ci40697759,2024-08-11T19:23:44.243Z,"24 km NW of Grapevine, CA",earthquake,0.39,0.94,0.22,26.0,automatic,ci,ci
2024-08-11T19:21:23.850Z,35.9454994,-117.6903305,3.54,1.11,ml,15.0,72.0,0.03251,0.13,ci,ci40697751,2024-08-11T19:23:26.251Z,"20 km E of Little Lake, CA",earthquake,0.35,0.83,0.095,3.0,automatic,ci,ci
2024-08-11T19:08:41.323Z,19.199,-67.7471,28.253,3.2,ml,17.0,188.0,0.944,0.66,us,us6000njih,2024-08-11T19:19:31.040Z,"97 km NE of Punta Cana, Dominican Republic",earthquake,5.27,13.036,0.067,29.0,reviewed,us,us
2024-08-11T19:33:15.730Z,38.83,-122.82,2.65,0.76,md,11.0,120.0,0.007182,0.03,nc,nc75047372,2024-08-11T19:35:21.016Z,"8 km NNW of The Geysers, CA",earthquake,0.37,1.21000004,0.29,12.0,automatic,nc,nc
2024-08-11T19:29:39.970Z,34.1888351,-116.8444977,1.46,1.1,ml,27.0,77.0,0.09676,0.18,ci,ci40697775,2024-08-11T19:35:58.317Z,"8 km S of Big Bear City, CA",earthquake,0.3,0.54,0.17,8.0,automatic,ci,ci
2024-08-11T19:48:37.600Z,19.2369995117188,-155.434005737305,30.7999992370605,2.03999996,md,38.0,110.0,0.0345,0.109999999,hv,hv74395256,2024-08-11T19:50:19.870Z,"6 km NE of Pāhala, Hawaii",earthquake,0.61,0.649999976,0.419999987,8.0,automatic,hv,hv
2024-08-11T19:47:00.900Z,33.6693333,-116.7128333,15.07,0.78,ml,37.0,36.0,0.03256,0.12,ci,ci40697815,2024-08-11T19:53:10.746Z,"8 km S of Idyllwild, CA",earthquake,0.2,0.26,0.142,21.0,automatic,ci,ci
2024-08-11T19:08:42.250Z,19.1305,-67.8258,90.0,3.69,md,15.0,210.0,0.9747,0.33,pr,pr2024224002,2024-08-11T19:49:46.416Z,"86 km NE of Punta Cana, Dominican Republic",earthquake,3.6,5.09,0.11,11.0,reviewed,pr,pr
2024-08-11T20:07:18.030Z,34.0083351,-117.1855011,3.91,1.08,ml,23.0,96.0,0.225,0.16,ci,ci40697839,2024-08-11T20:09:31.198Z,"5 km S of Redlands, CA",earthquake,0.38,1.79,0.157,5.0,automatic,ci,ci
2024-08-11T19:54:22.580Z,35.0668333,-119.0878333,12.58,1.34,ml,33.0,74.0,0.008856,0.22,ci,ci40697823,2024-08-11T20:00:32.805Z,"20 km NW of Grapevine, CA",earthquake,0.26,0.59,0.223,30.0,automatic,ci,ci
2024-08-11T20:49:12.250Z,35.0045013,-119.1126633,17.81,1.37,ml,16.0,87.0,0.05894,0.1,ci,ci40697863,2024-08-11T20:51:25.400Z,"18 km N of Pine Mountain Club, CA",earthquake,0.58,0.75,0.233,5.0,automatic,ci,ci
2024-08-11T20:54:42.350Z,33.278,-116.4115,4.32,0.56,ml,16.0,162.0,0.01086,0.07,ci,ci40697879,2024-08-11T21:00:48.485Z,"4 km NW of Borrego Springs, CA",earthquake,1.0,0.9,0.091,9.0,automatic,ci,ci
2024-08-11T21:20:11.780Z,33.9821667,-116.6135,14.17,1.13,ml,48.0,31.0,0.05474,0.16,ci,ci40697895,2024-08-11T21:26:45.137Z,"8 km SSW of Morongo Valley, CA",earthquake,0.16,0.37,0.17,27.0,automatic,ci,ci
2024-08-11T21:28:56.209Z,60.3601,-152.9265,127.2,1.6,ml,,,,0.41,ak,ak024aat1yn8,2024-08-11T21:32:01.357Z,"77 km WNW of Ninilchik, Alaska",earthquake,,0.6,,,automatic,ak,ak
2024-08-11T21:33:02.580Z,33.6716667,-116.7098333,15.24,0.78,ml,25.0,62.0,0.03018,0.11,ci,ci40697911,2024-08-11T21:38:51.841Z,"8 km S of Idyllwild, CA",earthquake,0.25,0.31,0.286,8.0,automatic,ci,ci
2024-08-11T21:51:10.880Z,35.0201683,-119.0634995,14.08,1.14,ml,10.0,82.0,0.04181,0.18,ci,ci40697919,2024-08-11T21:53:29.719Z,"15 km NW of Grapevine, CA",earthquake,0.93,1.74,0.329,3.0,automatic,ci,ci
2024-08-11T22:10:35.850Z,35.0764999,-119.0573349,13.8,2.43,ml,52.0,26.0,0.02811,0.28,ci,ci40697935,2024-08-11T22:12:39.273Z,"19 km NW of Grapevine, CA",earthquake,0.29,0.71,0.398,26.0,automatic,ci,ci
2024-08-11T22:06:14.344Z,66.9917,-154.7888,0.0,1.5,ml,,,,0.6,ak,ak024aatilbu,2024-08-11T22:09:12.392Z,"91 km E of Kobuk, Alaska",earthquake,,0.5,,,automatic,ak,ak
2024-08-11T22:00:20.270Z,35.1075,-119.0856667,7.66,2.74,ml,66.0,21.0,0.04881,0.29,ci,ci40697927,2024-08-11T22:11:35.300Z,"23 km SW of Lamont, CA",earthquake,0.23,1.03,0.132,26.0,automatic,ci,ci
2024-08-11T21:45:58.343Z,-19.0765,-177.644,569.598,4.5,mb,49.0,75.0,3.097,0.69,us,us6000njiv,2024-08-11T22:03:56.040Z,Fiji region,earthquake,10.94,6.267,0.07,59.0,reviewed,us,us
2024-08-11T19:45:41.210Z,59.9129,-152.5129,74.2,1.5,ml,,,,0.29,ak,ak024aaryotm,2024-08-11T22:06:04.195Z,"41 km WNW of Anchor Point, Alaska",earthquake,,1.2,,,reviewed,ak,ak
2024-08-11T16:33:16.067Z,51.2838,178.6537,1.6,1.9,ml,,,,0.73,ak,ak024aaq3sq7,2024-08-11T22:01:45.434Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2024-08-11T22:27:42.869Z,63.172,-150.267,12.4,2.4,ml,,,,0.98,ak,ak024aatn5ke,2024-08-11T22:30:11.307Z,"70 km WSW of Cantwell, Alaska",earthquake,,0.7,,,automatic,ak,ak
2024-08-11T22:22:46.636Z,62.4115,-151.0022,77.6,1.9,ml,,,,0.73,ak,ak024aatm39z,2024-08-11T22:24:58.805Z,"15 km SW of Petersville, Alaska",earthquake,,0.7,,,automatic,ak,ak
2024-08-11T22:02:40.943Z,40.2342,45.1891,1.452,4.2,mb,46.0,37.0,0.354,0.86,us,us6000njix,2024-08-11T22:27:29.594Z,"3 km N of Yeranos, Armenia",earthquake,2.53,6.025,0.092,34.0,reviewed,us,us
2024-08-11T22:56:53.831Z,65.2078,-152.5426,13.8,1.2,ml,,,,0.56,ak,ak024aatte6f,2024-08-11T22:58:56.221Z,"22 km W of Tanana, Alaska",earthquake,,0.4,,,automatic,ak,ak
2024-08-11T22:55:49.990Z,38.8,-122.78,3.5,1.07,md,18.0,67.0,0.0101,0.02,nc,nc75047407,2024-08-11T22:57:55.764Z,"3 km NNW of The Geysers, CA",earthquake,0.29,0.569999993,0.26,20.0,automatic,nc,nc
